material_1,material_2,description_1,rev_1,ecn_1,description_2,model_1,owning_site_name_1,owning_group_name_1,part_type_1,prod_family_consolidated_1,prod_line_1,quality_matrix_1,quality_matrix_secs_1,uom_1,oem_vendor_1,components_1,model_2,owning_site_name_2,owning_group_name_2,part_type_2,prod_family_consolidated_2,prod_line_2,quality_matrix_2,quality_matrix_secs_2,uom_2,oem_vendor_2,components_2,api_spec_2,ecn_approve_date_2,reviewed_by_2,approved_by_2,grade_2,material_class_2,product_specification_level_2,project_desc_2,service_class_2,trim_2,weight_lbs_2,min_temp_f_2,max_temp_f_2,status_option_2,customer_vo_num_2,part_report_2,based_on_2,coating_specs_2,grease_specs_2,documents_2,material_spec_alts_2,qspec_2,weld_specs_2,pc1_2,pc2_2,pc3_2,pc4_2,serialization_2,commodity_code_2,material_type_2,material_group_2,class_num_2,is_surface_2,is_subsea_2,main_production_plant_2,main_profit_center_2,main_profit_center_description_2,main_mrp_controller_2,main_mrp_controller_desc_2,standard_cost_usd_2,part_code_2,model match,,,Related,Compatible,Notes
2453993047001,2472794257902,COUPLING NIPPLE,A,227893,COUNTERWEIGHT SUPPORT,2.45399E+12,,,,,,,,EA,,,2.47279E+12,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2453993047001,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2472794257902,1,0,
P546319,P517582,PUP JOINT ASSEMBLY HOSE 3 INTEGRAL ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/FULL ROOT RADIUS W/NITRILE SEAL RING 048.00 LG 15000 CWPRADIUS W/NITRILE SEAL RING 048.00 LG 15000 CWP,A,5025574,PUP JOINT ASSEMBLY HOSE 3 INTEGRAL ALLOY STL FIG 1502 MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END W/NITRILE SEAL RING 48.00 LG 15000 CWPEAL RING 48.00 LG 15000 CWP,DU500019991,STE,COE ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3220569,3226862,3231023,P513730,P513840,P516215,P517121,P517121-HT,P533643,P546318",6310DU5007754,STE,APPLICATION ENGINEERING,N,PUP JOINT,FLOWLINE,6QM5001,",6QM5001_314.0",EA,,"3207277U,3220569,3226862,3231023,3257313,P513730,P513840,P516215,P517121,P517121-HT,P517329,P533643",NA ,19-Feb-18,"Huf, Andrew   ","Soltau, James   ",        ,,NA      ,F521457     ,    ,STE-FLUID,91,,,UNSET   ,,  ,P517546,C85051,,"C85051,PRODUCTION,Q00250",,Q00250,,,,,,Q00250,EX,1,,,1,0,5100,EFST-FPU,PUP JOINTS,PJF,Pup Joints,635.68,"/flowline/pup_joint_assy.dat:PC1=3:PC2=INTEGRAL:_PC3=ALLOY STL:PC4=FIG 1502:PC5={ MXF RETENTION NUT }MALE SUB END W/DET NUT AND RETENTION SHOULDER X FEMALE SUB END:_PC6=W/NITRILE SEAL RING:_PC7={STANDARD SERVICE}:PC8={N/A}:PC9=4:PC10=??8:PC, 11=??.0:PC12=??0:PC13={N/A}:PC14={N/A}{IF STD TOLERANCE}:_PC15={N/A}:_PC16=15000 CWP:_PC17={N/A}:PC18={N/A}:_PC19={SPECIAL REQUIREMENTS}:PC20= ::: :PK1=:PC21= ::: :PK2=:, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P546319,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P517582,1,1,Eng Review
70X691061966,2456406100901,FLAT SEAL D.215 X 155 EP.2,A,1,SST HOSE 3 LG : 35M00,,,,,,,,,EA,,,,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=70X691061966,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2456406100901,0,0,old parts
DP-90-1804,247481301812,,,,DIA 65 HYD. CYLINDER ROD,,,,,,,,,,,,2.47481E+11,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=DP-90-1804,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=247481301812,0,0,old parts
P537408,P549342,ADAPTER UNION 4 FIG 1502 FEMALE SUB END X 2-9/16 15K 6BX153 API FLANGE 7.50 LG 15000 CWP FROM UNIVERSAL RAW,C,5041692,ADAPTER UNION 3 FIG 1502 FEMALE SUB END X 4-1/16 3K 6BR37 API FLANGE 7.00 LG 3000 CWP FROM UNIVERSAL RAW,DU500009501,STE,COE ENGINEERING,N,ADAPTER,FLOWLINE,6QM5001,",6QM5001_301.2",EA,,"P557593,P557594,P560250",DU500023851,STE,COE ENGINEERING,N,ADAPTER,FLOWLINE,6QM5001,",6QM5001_301.2",EA,,"P557593,P557594,P560250",NA ,14-Dec-16,"Darby, Scott A.   ","Soltau, James   ",        ,,NA      ,F520713     ,    ,STE-FLUID,69,,,RELEASED  ,,  ,P533190,,,"PRODUCTION,Q50153",,Q50153,,,,,,Q50153,,,,,1,0,5100,EFST-FUN,UNION VALVES,UNF,Unions,808.95,"/flowline/flanged_adapter_api.dat:PC01=ADAPTER UNION:PC02=3:PC03=FIG 1502:PC04=FEMALE SUB END:PC05=4-1/16:PC06=3K:PC07=6B??:PC08=R37:PC09=API FLANGE:_PC10={STANDARD SERVICE}:PC11= ::: :PC12=7??:PC13=.0??:PC14=0:_PC15=3000 CWP:_PC16={N/A}:PC, 17=FROM UNIVERSAL RAW{FOR SPECIAL FITTINGS}:PK1=:PC18= ::: :PK2=:, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P537408,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P549342,1,0,
P121180-0002,P119382-0002,GV SEAT ASSY M120 6 5/8 2/3/5K W/FACE SEAL & CUSHION SEAL HF K-U AADD PSL 2,C,1206009,GV SEAT ASSY M120/125 6 5/8-2/3/5/6.7K STD SVC FIG 8 CAV PSL 1& 2 K-X ALLOY NITRIDED,2090DU1023809,HOU,COE ENGINEERING,S,GATE VALVE,WED_VALVES,0QM0002,",0QM0002_15.0",EA,,"P113591-0003,P119379-0003,P121174-0002",2090DU1023809,HOU,COE ENGINEERING,S,GATE VALVE M120 125 SEAT,VALVES,0QM0002,",0QM0002_15.0",EA,,"P113591-0003,P119379-0003,P119391-0002",API 6A  ,7-May-13,"Rao, Uday   ","Ang, Chee Poh   ",        ,AA,PSL 2      ,F10001     ,    ,R,12.71,-75,350,  ,,  ,90-123-061,,,,,,,,,,,Q03400,EX,21,,,1,0,EWC1,P812211,EWC1 New Equipement - TA,43,Assy NoPaintNoTest,323.2096,":/valves/gv_120_125_seat.dat:PC1=SEAT ASSY:PC2=6 5/8:PC4=STD SVC:PC5=FIG 8 CAV:_PC6=PSL 1& 2:_PC7=K-X:_PC8=ALLOY:_PC9=NITRIDED:PK1=:, ::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P121180-0002,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P119382-0002,1,0.9,Diff classes
P525265,P524653,PUMP ASSEMBLY; M1630 DI DBL EXT W/4 CL150 RF X 2 CL1500 RF FLUID ENDTUNGSTEN PLGR 217 TEF/KEV BRAIDED RING PKG DEL/SST DISC VALVE ASSEMBLIESVALVE ASSEMBLIES,D,5037695,INACTIVE OBSOLETE SUPERSEDED BY NONE PUMP ASSEMBLY; M1630 DX DBL EXT W/4 CL150 RF X 2 CL300/600 RF FLUID END TUNGSTEN PLGR 805 V-RING PKG DEL/SST DISC VALVE ASSEMBLIES W/ONE SUCTION SPRING805 V-RING PKG DEL/SST DISC VALVE ASSEMBLIES W/ONE SUCTION SPRING,6700DU5013867,STE,COE ENGINEERING,S,PUMP,PUMP,6QM5000,",6QM5000_314.0",EA,,"1101160,1177003,1187413,1423738,300459,320547,3226195,3226710,3263341,3264449,3265316,3267636,504-086,504-103,5262811,5266236,5267858,5267892,5267907,5267908,5267919,5267945,5267997,5267998,5267999,5268158,5268159,5268160,5268208,5268633,5268637,5268811,5268823,5273507,5273890,5276857,5277098,5277099,5277980,5277996,A5054,A90-251,P500356,P500746,P500747,P501105,P501267,P509028,P509809,P510023,P510142,P510429,P510530,P513362,P513955,P514317,P514362,P515327,P515338,P515340,P519241,P531870,P531871,P546664",6700DU5013105,STE,COE ENGINEERING,O,OBSOLETE,OBSOLETE,6QM5000,",6QM5000_314.0",EA,,"1100759,1101160,1177003,1187413,1423738,320547,3226195,3263341,3263840,3265316,3266229,3267738,3268855,504-086,504-102,5262811,5267858,5267892,5267907,5267908,5267919,5267945,5267997,5267998,5267999,5268158,5268159,5268160,5268208,5268633,5268637,5268811,5268823,5273890,5277099,5277980,5277996,A5054,A90-251,P500356,P501105,P509028,P509809,P510023,P510142,P510429,P513320,P513362,P514317,P514362,P515327,P515338,P515340,P518038,P518039,P519300,P520704,P521985,P524647,P524648,P524650,P531197",NA ,11-Nov-13,"McClain, Mathew   ","Lyon, Tim   ",        ,,NA      ,F517859     ,    ,STE-FLUID,2225.8,,,UNSET   ,,  ,P524500,,,,,,,,,,,NO,EX,1,,,1,0,5100,EFST-PMPSP,PUMP SPARE PARTS,77,Pending for Setup,27157.79,"/prototype/obsolete.dat:PK1=NONE, PUMP ASSEMBLY; M1630 DX, DBL EXT, W/4 CL150 RF X 2 CL300/600 RF FLUID END, TUNGSTEN PLGR, 805 V-RING PKG, DEL/SST DISC VALVE ASSEMBLIES, W/ONE SUCTION SPRING:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P525265,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P524653,1,0,"One inactive, diff sichade flange size"
P6000131667,P6000100673,ELECTRICAL JUMPER 1 X 1 LEGS F/ DISTRIBUTION TEMPLATE H UTH4 EC6 - UTH5 EC6,A,6193389,ELECTRICAL JUMPER 1 X 2 LEGS F/ DISTRIBUTION EC3 UTH A2 - EC1 UTH A3 EC3 UTH A3,DA600159027,KBG,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM0000,",1QM0000_5.5.5,1QM0000_8.4.2",EA,,200018901,DA600092984,KBG,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM0000,",1QM0000_4.9.3",EA,,200018901,SEE GWI045 ,10-Nov-12,"Josok, Einar    ","Monsen, Kare    ",        ,,PSL 3      ,     ,    ,"KBG-CDM, DISTRIBUTION",0,,,RELEASED  ,,  ,P600008,,,"DRL-0000020231,DRM60092365,ICP60085644,LST60091416,PSM60085643,SPC-0000021641,SPC60088451,TDI60085191,THI60085645",,,,ELECTRICAL JUMPER,1,2,DISTRIBUTION,Q03401,,,,JUMPER,0,1,KOS1,1620-00,CDM-Management,F41,INSTR - INSTR EQ,0.12,"/subsea/jumper.dat:PC1=ELECTRICAL JUMPER:PC2=1:PC3=2:PC4=DISTRIBUTION:PK1=EC3 UTH A2 - EC1 UTH A3,EC3 UTH A3:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000131667,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000100673,1,0,
P6000034804,P6000082776,TERMINATION HEAD KC4.2-10 ID 2 + 8HL ROVCON 2 STRAIGHT TUBE 05 MASTER,B,6043184,TERMINATION HEAD KC4.2-10 ID 2 + 6HL ROVCON 2 STRAIGHT TUBE 04,DU600024724,KBG,APPLICATION ENGINEERING,N,TERMINATION HEAD,SUBSEA,1QM0000,",1QM0000_4.9.3",EA,,"100028921,100028922,200002243,7100765,7100767,7102198,P6000007737",DU600071035,KBG,APPLICATION ENGINEERING,N,TERMINATION HEAD,SUBSEA,1QM0000,",1QM0000_4.9.3",EA,,"100028921,100028922,200002243,7100765,7100767,7102198,P6000007737",See GWI045 ,20-Jan-12,"Fjeld, Ashild   ","Reme, Arne   ",        ,,      ,     ,    ,"KBG-TMI, CONNECTION PRODUCTS",0,,,RELEASED  ,,  ,P6000034800,,,"DRL60027883,SPC60005462",,,,,10,ID,2,Q03401,,,,TERMINATION_HEAD,0,1,KOS1,1626-00,SCC-Management,F76,SCHC-Trm Hd Con-PR,0.12,"/subsea/termination_head.dat:PC15=KC:PC1=4.2:PC2=10:PC3=ID:PC4=2:PC5= ::: :PC6= ::: :PC16= ::: :PC17= ::: :PC18= ::: :PC14=+:PC7=6HL:PC8= ::: :PC9=ROVCON 2:PC10=STRAIGHT:PC11= ::: :PC12= ::: :PC13= ::: :PC19= ::: :PK1=TUBE 04:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000034804,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000082776,1,0,
62-410-027-50,P2000049803,TREE CAP ADAPTER B-11-AO BODY 4 1/16-3K FLG W/ 4 1/2 EU (4 NOMINAL)LIFT THD EE PSL 2 K-U W/ 6 7/8-4NA-2G EXTERNAL THREAD,B,115952,INSTRUMENT FLANGE BODY 4 1/16 5K DRILL THRU W/ ONE 3/4 API LP PORT AND TWO 1/2 API LP PORTS CBN STL EE-NL PSL 3 K-U,02-0637,SIN,APPLICATION ENGINEERING,N,ADAPTER,SURFACE,0QM0002,",0QM0002_1.0,0QM0002_1.2",EA,,P414813,DU200057588,DUN,APPLICATION ENGINEERING,N,FLANGE,COMMON,0QM0003,",0QM0003_1.0,0QM0003_1.2,0QM0003_4.0,0QM0003_4.1",EA,,P414813,API 6A  ,13-Apr-16,"Vavilala, Prashanth   ","Kauffmann, Frederic   ",NA       ,EE-NL,PSL 3      ,F21563     ,    ,SEN-SURFACE,80,-75,250,RELEASED  ,,NA  ,P404276-0003,,,"M21509,PRODUCTION",M21509,,,INSTRUMENT FLANGE,BODY,4  1/16,5K,Q03401,,,,FLANGE_INSTRUMENT,1,0,SFBN,P9819000,SF Equipment,426,MRP Controller 26,116.63,"/common/flange_instrument.dat:PC1=INSTRUMENT FLANGE:PC2=BODY:PC3=4 1/16:PC4=5K:PC5=DRILL THRU:PK1=ONE 3/4 API LP PORT AND TWO 1/2 API LP:_PC6=CBN STL:_PC9=EE-NL:_PC7=PSL 3:_PC8=K-U:PK2=:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=62-410-027-50,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000049803,0,0,
2472709144102,1731,SUPPORT PLATE,A,235976,,2.47271E+12,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2472709144102,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=1731,0,0,no data
P1000171666,P1000162910,ELECTRICAL JUMPER 1 LEG 100 FT 1 X EC-ROV-FLY-4W/P 1 X EC-ROV-FLY-4W/S F/ SHELL KING YELLOW,A,1276006,ELECTRICAL JUMPER 1 X 1 LEGS F/ DISTRIBUTION EFL-EDU-OR4A 350 FT 4WM-4WF F/ SHELL OREGANO,NO-DWG,HOU,APPLICATION ENGINEERING,N,ELECTRICAL JUMPER,SUBSEA,1QM1022,",1QM1022_10.8",EA,TELEDYNE ODI,"P1000154216,P1000154217",NO-DWG,HOU,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM1022,",1QM1022_10.8",EA,TELEDYNE ODI,"P1000154216,P1000154217",SEE GWI045 ,25-Feb-16,"Grangue, Kalang   ","Ethirajan, Saritha   ",NA       ,NA,NA      ,     ,    ,HOU-SUBSEA,0.2,,,PENDING-55  ,,NA  ,P1000104823,,,"ENGINEERING,ICP10025826,LST10041852,OPR10061391,PRODUCTION,SERVICE,THI10057601,TST10023172",,,,ELECTRICAL JUMPER,1,1,DISTRIBUTION,Q03401,,,,JUMPER,0,1,EWHG,P109101,CDM-Controls & Data Management,F41,INSTR - INSTR EQ,0.01,"/subsea/jumper.dat:PC1=ELECTRICAL JUMPER:PC2=1:PC3=1:PC4=DISTRIBUTION:PK1=EFL-EDU-OR4A, 350 FT, 4WM-4WF, F/ SHELL OREGANO:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000171666,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000162910,1,0,
100073088,245645300030,,,,FLEXIBLE 1/2 CAOUTCH.LG:3M000,,,,,,,,,,,,,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=100073088,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=245645300030,0,0,no data
P2000018090,P4000008305,HANDLING TOOL BODY 5 1/8-10K SPECIAL FLANGE BTM AA P-U,1,2228465,TREE CAP ADAPTER FLANGED OTIS BODY 7 1/16-5K FLG W/ 7 NEW VAM (WITHOUT SHOULDER) LIFT THD EE PSL 3 K-U W/ 9 1/2-4NA-2G QUICK UNION TOPW/ 8.0 SEAL BOREUICK UNION TOPW/ 8.0 SEAL BORE,,DUN,APPLICATION ENGINEERING,N,TOOL,SURFACE,0QM0007,",0QM0007_1.2",EA,,P412874,DM400005929,SIN,APPLICATION ENGINEERING,N,ADAPTER,SURFACE,0QM0003,",0QM0003_1.0,0QM0003_1.2,0QM0003_4.0,0QM0003_4.1",EA,,P412874,API 6A  ,7-Dec-06,Nicolas Valette   ,Eric Briois   ,        ,EE,PSL 3 or 3G      ,F40935     ,    ,SEN-SURFACE,203,-75,250,  ,,  ,P419398,,,,"M21509,M21511",,,FLANGED,OTIS,BODY,7  1/16,Q03401,,,,TREE_CAP_ADAPTER,1,0,EWC1,P812211,EWC1 New Equipement - TA,48,Subco NoPaint,2191.2128,":/surface/tree_cap_adapter.dat:PC1=FLANGED:PC2=OTIS:PC3=BODY:PC4=7 1/16:PC5=5K:PC6=FLG:PC7=W/:PK1=7 NEW VAM (WITHOUT SHOULDER):PC8=LIFT THD:PC9= ::: :_PC10=EE:_PC14= ::: :_PC11=PSL 3:_PC12=K-U:PK2=W/ 9 1/2-4NA-2G QUICK UNION TOP, W/ 8.0 SEA, L BORE:, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000018090,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000008305,0,0,
P4000044883,P4000038151,ELECTRICAL JUMPER 1 X 1 LEGS F/ DISTRIBUTION 4W ROV-ROV SDU-A TO WELL E PROD XT,B,4165427,ELECTRICAL JUMPER 1 X 1 LEGS F/ DISTRIBUTION 4W P/S IWOCS BOX E1 TO SCM E1 20M,DM400061093,SIN,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM4146,",1QM0000_4.9.3,1QM0000_5.1,1QM4146_5.5.1",EA,,"200,016,792,200,017,000",NO-DWG,SIN,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM0000,",1QM0000_4.9.3,1QM0000_5.1,1QM0000_5.5",EA,,"200,016,792,200,017,000",SEE GWI045 ,3-Mar-15,"Ng, Kuan Ying   ","Lum, Weng Kit   ",        ,,      ,COPI BAWAL      ,    ,SIN-SUBSEA,42,,,RELEASED  ,,  ,P4000035970,,,"DM400032557,DRL-0000020231,DRM40008880,PSM40007135,SPC-0000021641,SPC40008753,SUP40008630,THI40007134",,,,ELECTRICAL JUMPER,1,1,DISTRIBUTION,Q03401,,,,JUMPER,0,1,MYGF,P9929130,SS Well Access Systems,F41,INSTR - INSTR EQ,6187.71,"/subsea/jumper.dat:PC1=ELECTRICAL JUMPER:PC2=1:PC3=1:PC4=DISTRIBUTION:PK1=4W ,P/S,IWOCS BOX E1 TO SCM E1,20M:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000044883,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000038151,1,0,
247590600270R,242394806801,HYD.CYL.PIPE D.180 L.2655,D,225015,S/E.SUPPORT DE TUYAUTERIE,247590690070R,,,,,,,,EA,,,2.42395E+11,,,,,,,,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=247590600270R,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=242394806801,0,0,
P6000148628,P6000139789,WELL JUMPER GRATING DETAIL PRE-CUT PLATE 0.244M X 1.830M FROM PLATE 1.22M X 3.66M T=38MM ARTICLE NO. 15038,A,6207677,MANIFOLD GRP MOLDED GRATING L=3658 W=1219 T=38 SURE SOURCE,NO-DWG,KBG,APPLICATION ENGINEERING,N,JUMPER,SUBSEA,1QM0000,",1QM0000_5.1.1",EA,STANGELAND GLASSFIBER PRODUKTER AS,,NO-DWG,KBG,APPLICATION ENGINEERING,N,TEMPERATURELATE MANIFOLD COMPONENT,SUBSEA,1QM0000,",1QM0000_6.1",EA,STANGELAND GLASSFIBER PRODUKTER AS,,SEE GWI045 ,12-Nov-15,"Horgen, Bjorn Martin    ","Banek, Martin   ",        ,,PSL 3      ,SURE SOURCE     ,    ,"KBG-MPS, MANIFOLD",183,,,RELEASED  ,,  ,P6000134808,,,"ENGINEERING,PRODUCTION,Q03801,SERVICE,SUP60125333",,,,MANIFOLD,,,,NO,,,,TEMP_MAN_COMPONENT,0,1,KOS1,1622-00,TM-Management,F20,MPS-Reg Mnfld-PR,0.12,"/subsea/temp_man_components_kbg.dat:PC1=MANIFOLD:PK1=:PC2= ::: :PK2=:PC3= ::: :PK3=GRP:PC4= ::: :PK4=MOLDED GRATING:PC5= ::: :PK5=L=3658 W=1219 T=38, SURE SOURCE:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000148628,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P6000139789,1,0,
P1000178612,P4000035412,GV KIT SURFACE M130 PLUS 2 1/16-10K MANUAL FF-F6NM-1.5 L-X PSL 3MONOGRAMMABLE,A,1282478,GV KIT SURFACE M130 PLUS 2 1/16-10K MANUAL EE-NL K-U PSL 3 MONOGRAMMABLE W/ V-TYPE SEAT SEAL W/INC 718 STEM,DU400030514,HOU,APPLICATION ENGINEERING,N,GATE VALVE,VALVES,0QM0003,",0QM0003_15.0",EA,,"48-080-011,48-082-277,48-084-400,48-084-500,48-084-600,48-084-700,48-084-800,48-104-024,48-104-055,48-104-068,48-120-025,48-120-041,70-B33300A012,78-030-246,78-033-095,90-129-221,961845000,P1000000575,P1000000709,P1000000710,P1000000711,P1000000715,P1000011576,P1000026524,P1000027818,P1000027819,P1000027853,P1000036815,P1000036816,P1000043518,P1000058962,P1000150368,P1000150369,P1000178611,P1000178613,P1000178614,P1000191008,P156149,P4000033253,P4000033254,P4000067293,P4000076575,P4000076598",DU400030514,SIN,APPLICATION ENGINEERING,N,GATE VALVE,VALVES,0QM0003,",0QM0003_15.0",EA,,"48-080-011,48-082-277,48-084-400,48-084-500,48-084-600,48-084-700,48-084-800,48-104-024,48-104-055,48-104-068,48-120-025,48-120-041,78-030-246,78-033-095,90-129-221,961845000,P1000000575,P1000000709,P1000000710,P1000000711,P1000000715,P1000011576,P1000027818,P1000027819,P1000027853,P1000028222,P1000036815,P1000036816,P1000043545,P1000043546,P1000043547,P1000044761,P1000058962,P1000191008,P156149,P4000033239,P4000035413,P4000067293,P4000068134,P4000075991",API 6A  ,  ,   ,   ,        ,EE-NL,PSL 3      ,GOG     ,    ,SIN-SURFACE,79,-75,250,UNSET   ,,  ,P4000028085,,,,,,,KIT,SURFACE,,M130,Q03401,,,,GV_ASSY_BODY,1,0,SFBN,P9819000,SF Equipment,445,MRP Controller 45,1335.42,":/valves/gv_assy_body.dat:PC1=KIT:PC2=SURFACE:PC3= ::: :PC4=M130:PC5= ::: :PC6=6 3/8:PC7=10K:PC8=ADAPT F/ ACT:_PC9=EE:_PC14=1,??5:_PC10=K-U:_PC11=PSL 2:_PC12=MONOGRAMMABLE:PK1=:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000178612,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000035412,1,0.9,Diff classes
2402015205201EX,2402007121201EX,ALARM ON OPENING,A,278452,OPENING ALARM FOR 4 ARMS,24020DCMASD2EX,,,,,,,,EA,,"248991100122,248991100130,70W270300730",2.502E+11,,,,,,,,EA,,"248991100122,248991100130,70W270300730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,ESML,P811111,ESML -New Equipt RA,7,MLA kit,255.6624,,,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2402015205201EX,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=2402007121201EX,0,0,old parts
P162988,P1000069489,MQC-13 (MKIII) OUTBOARD ASSY W/ 3 COUPLERS 3 BLANK COUPLERS IN POS.7 8 9. AND 10 EMPTY IN POS. 1-6 10-13,D,1082415,MQC-13 (MKIII) OUTBOARD PROTECTION CAP F/ SHELL POPEYE UTH UTAJ 2,7000DA1086684,HOU,APPLICATION ENGINEERING,N,MQC,CONTROLS,1QM1039,",1QM1039_14.0",EA,,"100013683,100013686,100013687,100014210,100017074,100019603,100025162,100026017,100026493,100026613,100026658,100026700,100026793,100026796,100026798,100026799,100028187,100029166,200000654,200001263,200001977,200004252,200014120,200014828,200014829,200016236,200017235,7104938,P140317-1039,P149307,P6000009644,P6000100603",DU100087825,HOU,APPLICATION ENGINEERING,N,MQC,SUBSEA,1QM1022,",1QM1022_4.3",EA,,"100013683,100013686,100013687,100014210,100017074,100019603,100025162,100026017,100026493,100026613,100026658,100026700,100026793,100026796,100026798,100026799,100028187,100029166,200000654,200001263,200001977,200004252,200014120,200014828,200014829,200016236,200017235,7104938,P140317-1039,P149307,P6000009644,P6000100603",See GWI045 ,18-Feb-15,"Strickler, Mike   ","Phillips, Sloan   ",        ,NA,N/A      ,F17351 SHELL POPEYE     ,    ,HOU-SUBSEA,99,,,UNSET   ,,NA  ,P1000015243,,,"ASY100001056,DRM10041279,MCR10020433,PSM-0000020395,PSM-0010256,RPT10029489,THI10040837,TST10034585,USM-0000020593",,Q00649,,MQC-13 (MKIII),OUTBOARD,PROTECTION CAP,,Q03401,,,,MQC_SUBSEA,0,1,EWHG,P109101,CDM-Controls & Data Management,A39,SCD - Hydr Comp,6148.14,"/subsea/mqc_subsea.dat:PC1=MQC-13 (MKIII):PC2=OUTBOARD:PC3=PROTECTION CAP:PK1=SHELL POPEYE UTH, UTAJ 2:, :, :, :",,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P162988,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000069489,0.5,0,
